d_ano,d_muni,d_nombmuni,d_provincia,d_nomsec,d_nomzon,dane_ant,d_nombinst,d_sede,d_nombsede,d_nomjor,d_grado,d_edad,d_genero,d_hombres,d_mujeres,d_tipo,metodo,sector,edad,etnia,discapa
2022,101,BOLÍVAR,VÉLEZ,OFICIAL,URBANA,1.68101E+11,COLEGIO INTEGRADO SIMON BOLIVAR,168101000433A,COLEGIO INTEGRADO SIMON BOLIVAR,ÚNICA,8,15,F,0,1,EN SITUACION DE DESPLAZAMIENTO,EDUCACION TRADICIONA,1,15,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,101,BOLÍVAR,VÉLEZ,OFICIAL,URBANA,1.68101E+11,COLEGIO INTEGRADO SIMON BOLIVAR,168101000433A,COLEGIO INTEGRADO SIMON BOLIVAR,ÚNICA,8,13,M,1,0,EN SITUACION DE DESPLAZAMIENTO,EDUCACION TRADICIONA,1,13,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,101,BOLÍVAR,VÉLEZ,OFICIAL,URBANA,1.68101E+11,COLEGIO INTEGRADO SIMON BOLIVAR,168101000433A,COLEGIO INTEGRADO SIMON BOLIVAR,ÚNICA,8,14,M,1,0,EN SITUACION DE DESPLAZAMIENTO,EDUCACION TRADICIONA,1,14,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,101,BOLÍVAR,VÉLEZ,OFICIAL,URBANA,1.68101E+11,COLEGIO INTEGRADO SIMON BOLIVAR,168101000433A,COLEGIO INTEGRADO SIMON BOLIVAR,ÚNICA,9,15,F,0,1,EN SITUACION DE DESPLAZAMIENTO,EDUCACION TRADICIONA,1,15,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,101,BOLÍVAR,VÉLEZ,OFICIAL,URBANA,1.68101E+11,COLEGIO INTEGRADO SIMON BOLIVAR,168101000433A,COLEGIO INTEGRADO SIMON BOLIVAR,ÚNICA,9,14,M,1,0,EN SITUACION DE DESPLAZAMIENTO,EDUCACION TRADICIONA,1,14,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,101,BOLÍVAR,VÉLEZ,OFICIAL,URBANA,1.68101E+11,COLEGIO INTEGRADO SIMON BOLIVAR,168101000433A,COLEGIO INTEGRADO SIMON BOLIVAR,ÚNICA,7,15,M,1,0,OTROS,EDUCACION TRADICIONA,1,15,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,101,BOLÍVAR,VÉLEZ,OFICIAL,RURAL,2.68101E+11,COLEGIO INTEGRADO SIMON BOLIVAR,168101000433G,ESCUELA RURAL  ALTO MINAS,MAÑANA,5,11,M,1,0,EN SITUACION DE DESPLAZAMIENTO,ESCUELA NUEVA,1,11,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,101,BOLÍVAR,VÉLEZ,OFICIAL,RURAL,2.68101E+11,COLEGIO INTEGRADO SIMON BOLIVAR,168101000433H,ESCUELA RURAL JABONERO,MAÑANA,5,12,F,0,1,DESPLAZAMIENTO FORZADO,ESCUELA NUEVA,1,12,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,101,BOLÍVAR,VÉLEZ,OFICIAL,RURAL,2.68101E+11,INSTITUTO  AGROPECUARIO SANTA ROSA,268101000136A,INSTITUTO  AGROPECUARIO SANTA ROSA,COMPLETA,11,18,M,1,0,EN SITUACION DE DESPLAZAMIENTO,EDUCACION TRADICIONA,1,18,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,101,BOLÍVAR,VÉLEZ,OFICIAL,RURAL,2.68101E+11,INSTITUTO  AGROPECUARIO SANTA ROSA,268101000136A,INSTITUTO  AGROPECUARIO SANTA ROSA,COMPLETA,11,19,F,0,1,EN SITUACION DE DESPLAZAMIENTO,EDUCACION TRADICIONA,1,19,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,101,BOLÍVAR,VÉLEZ,OFICIAL,RURAL,2.68101E+11,INSTITUTO  AGROPECUARIO SANTA ROSA,268101000136A,INSTITUTO  AGROPECUARIO SANTA ROSA,COMPLETA,5,10,F,0,1,EN SITUACION DE DESPLAZAMIENTO,ESCUELA NUEVA,1,10,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,101,BOLÍVAR,VÉLEZ,OFICIAL,RURAL,2.68101E+11,INSTITUTO  AGROPECUARIO SANTA ROSA,268101000136A,INSTITUTO  AGROPECUARIO SANTA ROSA,COMPLETA,7,15,F,0,1,EN SITUACION DE DESPLAZAMIENTO,EDUCACION TRADICIONA,1,15,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,101,BOLÍVAR,VÉLEZ,OFICIAL,RURAL,2.68101E+11,INSTITUTO  AGROPECUARIO SANTA ROSA,268101000136A,INSTITUTO  AGROPECUARIO SANTA ROSA,COMPLETA,8,14,F,0,1,EN SITUACION DE DESPLAZAMIENTO,EDUCACION TRADICIONA,1,14,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,101,BOLÍVAR,VÉLEZ,OFICIAL,RURAL,2.68101E+11,INSTITUTO  AGROPECUARIO SANTA ROSA,268101000136A,INSTITUTO  AGROPECUARIO SANTA ROSA,COMPLETA,9,17,M,1,0,EN SITUACION DE DESPLAZAMIENTO,EDUCACION TRADICIONA,1,17,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,101,BOLÍVAR,VÉLEZ,OFICIAL,RURAL,2.68101E+11,INSTITUTO  AGROPECUARIO SANTA ROSA,268101000136A,INSTITUTO  AGROPECUARIO SANTA ROSA,COMPLETA,9,14,M,1,0,EN SITUACION DE DESPLAZAMIENTO,EDUCACION TRADICIONA,1,14,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,101,BOLÍVAR,VÉLEZ,OFICIAL,RURAL,2.68101E+11,INSTITUTO  AGROPECUARIO SANTA ROSA,268101000136A,INSTITUTO  AGROPECUARIO SANTA ROSA,COMPLETA,9,13,F,0,1,EN SITUACION DE DESPLAZAMIENTO,EDUCACION TRADICIONA,1,13,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,101,BOLÍVAR,VÉLEZ,OFICIAL,RURAL,2.68101E+11,INSTITUTO  AGROPECUARIO SANTA ROSA,268101000136K,ESCUELA RURAL LA GUACHARACA,COMPLETA,2,7,F,0,1,DESAPARICION FORZADA,ESCUELA NUEVA,1,7,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,101,BOLÍVAR,VÉLEZ,OFICIAL,RURAL,2.68101E+11,INSTITUCION EDUCATIVA GALLEGOS,268101000381A,INSTITUCION EDUCATIVA GALLEGOS,MAÑANA,10,15,F,0,1,EN SITUACION DE DESPLAZAMIENTO,MEDIA RURAL,1,15,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,101,BOLÍVAR,VÉLEZ,OFICIAL,RURAL,2.68101E+11,INSTITUCION EDUCATIVA GALLEGOS,268101000381A,INSTITUCION EDUCATIVA GALLEGOS,MAÑANA,11,18,F,0,1,EN SITUACION DE DESPLAZAMIENTO,MEDIA RURAL,1,18,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,101,BOLÍVAR,VÉLEZ,OFICIAL,RURAL,2.68101E+11,INSTITUCION EDUCATIVA GALLEGOS,268101000381A,INSTITUCION EDUCATIVA GALLEGOS,MAÑANA,9,16,F,0,1,EN SITUACION DE DESPLAZAMIENTO,POST PRIMARIA,1,16,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,101,BOLÍVAR,VÉLEZ,OFICIAL,RURAL,2.68101E+11,INSTITUCION EDUCATIVA GALLEGOS,268101000381C,ESCUELA RURAL SAN JOSE DE LA MELONA,MAÑANA,1,7,M,1,0,DELITOS CONTRA LA LIBERTAD,ESCUELA NUEVA,1,7,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,101,BOLÍVAR,VÉLEZ,OFICIAL,RURAL,2.68101E+11,INSTITUCION EDUCATIVA GALLEGOS,268101000381D,ESCUELA RURAL LOS COMBOS,MAÑANA,2,9,M,1,0,EN SITUACION DE DESPLAZAMIENTO,ESCUELA NUEVA,1,9,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,101,BOLÍVAR,VÉLEZ,OFICIAL,RURAL,2.68101E+11,INSTITUCION EDUCATIVA GALLEGOS,268101000381G,ESCUELA RURAL CARTAGENA,MAÑANA,5,10,M,1,0,EN SITUACION DE DESPLAZAMIENTO,ESCUELA NUEVA,1,10,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,101,BOLÍVAR,VÉLEZ,OFICIAL,RURAL,2.68101E+11,COLEGIO AGROPECUARIO SILVANO VELASCO,268101000471A,COLEGIO AGROPECUARIO SILVANO VELASCO,MAÑANA,7,16,M,1,0,EN SITUACION DE DESPLAZAMIENTO,EDUCACION TRADICIONA,1,16,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,101,BOLÍVAR,VÉLEZ,OFICIAL,RURAL,2.68101E+11,COLEGIO  AGROPECUARIO SAN ANTONIO DE PADUA,268101000781A,COLEGIO  AGROPECUARIO SAN ANTONIO DE PADUA,MAÑANA,8,12,M,1,0,EN SITUACION DE DESPLAZAMIENTO,POST PRIMARIA,1,12,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,101,BOLÍVAR,VÉLEZ,OFICIAL,RURAL,2.68101E+11,COLEGIO  AGROPECUARIO SAN ANTONIO DE PADUA,268101000781A,COLEGIO  AGROPECUARIO SAN ANTONIO DE PADUA,ÚNICA,11,19,F,0,1,EN SITUACION DE DESPLAZAMIENTO,EDUCACION TRADICIONA,1,19,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,101,BOLÍVAR,VÉLEZ,OFICIAL,RURAL,2.68101E+11,COLEGIO  AGROPECUARIO SAN ANTONIO DE PADUA,268101000781K,ESCUELA RURAL MOCHILERO,MAÑANA,0,6,F,0,1,SIN INFORMACION,ESCUELA NUEVA,1,6,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,101,BOLÍVAR,VÉLEZ,OFICIAL,RURAL,2.68101E+11,CONCENTRACION DE DESARROLLO RURAL,268101000802A,CONCENTRACION DE DESARROLLO RURAL,ÚNICA,8,12,F,0,1,DESPLAZAMIENTO FORZADO,EDUCACION TRADICIONA,1,12,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,101,BOLÍVAR,VÉLEZ,OFICIAL,RURAL,2.68101E+11,CONCENTRACION DE DESARROLLO RURAL,268101000802A,CONCENTRACION DE DESARROLLO RURAL,ÚNICA,11,18,F,0,1,EN SITUACION DE DESPLAZAMIENTO,EDUCACION TRADICIONA,1,18,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,101,BOLÍVAR,VÉLEZ,OFICIAL,RURAL,2.68101E+11,CONCENTRACION DE DESARROLLO RURAL,268101000802A,CONCENTRACION DE DESARROLLO RURAL,ÚNICA,8,14,F,0,1,EN SITUACION DE DESPLAZAMIENTO,EDUCACION TRADICIONA,1,14,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,101,BOLÍVAR,VÉLEZ,OFICIAL,RURAL,2.68101E+11,CONCENTRACION DE DESARROLLO RURAL,268101000802A,CONCENTRACION DE DESARROLLO RURAL,ÚNICA,9,15,M,1,0,EN SITUACION DE DESPLAZAMIENTO,EDUCACION TRADICIONA,1,15,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,101,BOLÍVAR,VÉLEZ,OFICIAL,RURAL,2.68101E+11,CONCENTRACION DE DESARROLLO RURAL,268101000802C,ESCUELA RURAL JACOBO MORENO,MAÑANA,2,7,F,0,1,VICTIMAS DE MINAS,ESCUELA NUEVA,1,7,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,101,BOLÍVAR,VÉLEZ,OFICIAL,RURAL,2.68101E+11,CONCENTRACION DE DESARROLLO RURAL,268101000802J,ESCUELA RURAL EL TRAPAL,ÚNICA,7,13,F,0,1,EN SITUACION DE DESPLAZAMIENTO,POST PRIMARIA,1,13,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,101,BOLÍVAR,VÉLEZ,OFICIAL,RURAL,2.6819E+11,INSTITUCIÓN EDUCATIVA HORTA MEDIO,268190000951A,INSTITUCIÓN EDUCATIVA HORTA MEDIO,COMPLETA,4,12,F,0,1,DESAPARICION FORZADA,ESCUELA NUEVA,1,12,AFRODESCENDIENTE,NO TIENE DISCAPACIDAD
2022,101,BOLÍVAR,VÉLEZ,OFICIAL,RURAL,2.6819E+11,INSTITUCIÓN EDUCATIVA HORTA MEDIO,268190000951A,INSTITUCIÓN EDUCATIVA HORTA MEDIO,COMPLETA,6,13,M,1,0,DESAPARICION FORZADA,EDUCACION TRADICIONA,1,13,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,101,BOLÍVAR,VÉLEZ,OFICIAL,RURAL,2.6819E+11,INSTITUCIÓN EDUCATIVA HORTA MEDIO,268190000951A,INSTITUCIÓN EDUCATIVA HORTA MEDIO,COMPLETA,0,6,F,0,1,DESPLAZAMIENTO FORZADO,ESCUELA NUEVA,1,6,AFRODESCENDIENTE,NO TIENE DISCAPACIDAD
2022,101,BOLÍVAR,VÉLEZ,OFICIAL,RURAL,2.6819E+11,INSTITUCIÓN EDUCATIVA HORTA MEDIO,268190000951A,INSTITUCIÓN EDUCATIVA HORTA MEDIO,COMPLETA,1,7,M,1,0,DESPLAZAMIENTO FORZADO,ESCUELA NUEVA,1,7,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,101,BOLÍVAR,VÉLEZ,OFICIAL,RURAL,2.6819E+11,INSTITUCIÓN EDUCATIVA HORTA MEDIO,268190000951A,INSTITUCIÓN EDUCATIVA HORTA MEDIO,COMPLETA,1,8,M,1,0,DESPLAZAMIENTO FORZADO,ESCUELA NUEVA,1,8,AFRODESCENDIENTE,NO TIENE DISCAPACIDAD
2022,101,BOLÍVAR,VÉLEZ,OFICIAL,RURAL,2.6819E+11,INSTITUCIÓN EDUCATIVA HORTA MEDIO,268190000951A,INSTITUCIÓN EDUCATIVA HORTA MEDIO,COMPLETA,1,6,M,1,0,DESPLAZAMIENTO FORZADO,ESCUELA NUEVA,1,6,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,101,BOLÍVAR,VÉLEZ,OFICIAL,RURAL,2.6819E+11,INSTITUCIÓN EDUCATIVA HORTA MEDIO,268190000951A,INSTITUCIÓN EDUCATIVA HORTA MEDIO,COMPLETA,10,15,F,0,1,DESPLAZAMIENTO FORZADO,EDUCACION TRADICIONA,1,15,NEGRITUDES,NO TIENE DISCAPACIDAD
2022,101,BOLÍVAR,VÉLEZ,OFICIAL,RURAL,2.6819E+11,INSTITUCIÓN EDUCATIVA HORTA MEDIO,268190000951A,INSTITUCIÓN EDUCATIVA HORTA MEDIO,COMPLETA,11,17,M,1,0,DESPLAZAMIENTO FORZADO,EDUCACION TRADICIONA,1,17,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,101,BOLÍVAR,VÉLEZ,OFICIAL,RURAL,2.6819E+11,INSTITUCIÓN EDUCATIVA HORTA MEDIO,268190000951A,INSTITUCIÓN EDUCATIVA HORTA MEDIO,COMPLETA,3,12,M,1,0,DESPLAZAMIENTO FORZADO,ESCUELA NUEVA,1,12,AFRODESCENDIENTE,NO TIENE DISCAPACIDAD
2022,101,BOLÍVAR,VÉLEZ,OFICIAL,RURAL,2.6819E+11,INSTITUCIÓN EDUCATIVA HORTA MEDIO,268190000951A,INSTITUCIÓN EDUCATIVA HORTA MEDIO,COMPLETA,3,11,M,1,0,DESPLAZAMIENTO FORZADO,ESCUELA NUEVA,1,11,AFRODESCENDIENTE,NO TIENE DISCAPACIDAD
2022,101,BOLÍVAR,VÉLEZ,OFICIAL,RURAL,2.6819E+11,INSTITUCIÓN EDUCATIVA HORTA MEDIO,268190000951A,INSTITUCIÓN EDUCATIVA HORTA MEDIO,COMPLETA,5,13,M,1,0,DESPLAZAMIENTO FORZADO,ESCUELA NUEVA,1,13,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,101,BOLÍVAR,VÉLEZ,OFICIAL,RURAL,2.6819E+11,INSTITUCIÓN EDUCATIVA HORTA MEDIO,268190000951A,INSTITUCIÓN EDUCATIVA HORTA MEDIO,COMPLETA,6,13,M,1,0,DESPLAZAMIENTO FORZADO,EDUCACION TRADICIONA,1,13,NINGUN GRUPO ETNICO,DISCAPACIDAD FISICA
2022,101,BOLÍVAR,VÉLEZ,OFICIAL,RURAL,2.6819E+11,INSTITUCIÓN EDUCATIVA HORTA MEDIO,268190000951A,INSTITUCIÓN EDUCATIVA HORTA MEDIO,COMPLETA,7,15,F,0,1,DESPLAZAMIENTO FORZADO,EDUCACION TRADICIONA,1,15,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,101,BOLÍVAR,VÉLEZ,OFICIAL,RURAL,2.6819E+11,INSTITUCIÓN EDUCATIVA HORTA MEDIO,268190000951A,INSTITUCIÓN EDUCATIVA HORTA MEDIO,COMPLETA,8,17,M,1,0,DESPLAZAMIENTO FORZADO,EDUCACION TRADICIONA,1,17,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,101,BOLÍVAR,VÉLEZ,OFICIAL,RURAL,2.6819E+11,INSTITUCIÓN EDUCATIVA HORTA MEDIO,268190000951A,INSTITUCIÓN EDUCATIVA HORTA MEDIO,COMPLETA,8,15,M,1,0,DESPLAZAMIENTO FORZADO,EDUCACION TRADICIONA,1,15,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,101,BOLÍVAR,VÉLEZ,OFICIAL,RURAL,2.6819E+11,INSTITUCIÓN EDUCATIVA HORTA MEDIO,268190000951A,INSTITUCIÓN EDUCATIVA HORTA MEDIO,COMPLETA,9,16,F,0,1,DESPLAZAMIENTO FORZADO,EDUCACION TRADICIONA,1,16,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,101,BOLÍVAR,VÉLEZ,OFICIAL,RURAL,2.6819E+11,INSTITUCIÓN EDUCATIVA HORTA MEDIO,268190000951A,INSTITUCIÓN EDUCATIVA HORTA MEDIO,COMPLETA,9,15,M,1,0,DESPLAZAMIENTO FORZADO,EDUCACION TRADICIONA,1,15,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,101,BOLÍVAR,VÉLEZ,OFICIAL,RURAL,2.6819E+11,INSTITUCIÓN EDUCATIVA HORTA MEDIO,268190000951A,INSTITUCIÓN EDUCATIVA HORTA MEDIO,COMPLETA,9,14,F,0,1,DESPLAZAMIENTO FORZADO,EDUCACION TRADICIONA,1,14,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,101,BOLÍVAR,VÉLEZ,OFICIAL,RURAL,2.6819E+11,INSTITUCIÓN EDUCATIVA HORTA MEDIO,268190000951A,INSTITUCIÓN EDUCATIVA HORTA MEDIO,COMPLETA,9,13,F,0,1,DESPLAZAMIENTO FORZADO,EDUCACION TRADICIONA,1,13,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,101,BOLÍVAR,VÉLEZ,OFICIAL,RURAL,2.6819E+11,INSTITUCIÓN EDUCATIVA HORTA MEDIO,268190000951A,INSTITUCIÓN EDUCATIVA HORTA MEDIO,COMPLETA,1,8,M,1,0,EN SITUACION DE DESPLAZAMIENTO,ESCUELA NUEVA,1,8,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,101,BOLÍVAR,VÉLEZ,OFICIAL,RURAL,2.6819E+11,INSTITUCIÓN EDUCATIVA HORTA MEDIO,268190000951A,INSTITUCIÓN EDUCATIVA HORTA MEDIO,COMPLETA,10,19,M,1,0,EN SITUACION DE DESPLAZAMIENTO,EDUCACION TRADICIONA,1,19,NEGRITUDES,NO TIENE DISCAPACIDAD
2022,101,BOLÍVAR,VÉLEZ,OFICIAL,RURAL,2.6819E+11,INSTITUCIÓN EDUCATIVA HORTA MEDIO,268190000951A,INSTITUCIÓN EDUCATIVA HORTA MEDIO,COMPLETA,10,18,F,0,1,EN SITUACION DE DESPLAZAMIENTO,EDUCACION TRADICIONA,1,18,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,101,BOLÍVAR,VÉLEZ,OFICIAL,RURAL,2.6819E+11,INSTITUCIÓN EDUCATIVA HORTA MEDIO,268190000951A,INSTITUCIÓN EDUCATIVA HORTA MEDIO,COMPLETA,10,16,M,1,0,EN SITUACION DE DESPLAZAMIENTO,EDUCACION TRADICIONA,1,16,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,101,BOLÍVAR,VÉLEZ,OFICIAL,RURAL,2.6819E+11,INSTITUCIÓN EDUCATIVA HORTA MEDIO,268190000951A,INSTITUCIÓN EDUCATIVA HORTA MEDIO,COMPLETA,10,16,M,1,0,EN SITUACION DE DESPLAZAMIENTO,EDUCACION TRADICIONA,1,16,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,101,BOLÍVAR,VÉLEZ,OFICIAL,RURAL,2.6819E+11,INSTITUCIÓN EDUCATIVA HORTA MEDIO,268190000951A,INSTITUCIÓN EDUCATIVA HORTA MEDIO,COMPLETA,11,17,F,0,1,EN SITUACION DE DESPLAZAMIENTO,EDUCACION TRADICIONA,1,17,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,101,BOLÍVAR,VÉLEZ,OFICIAL,RURAL,2.6819E+11,INSTITUCIÓN EDUCATIVA HORTA MEDIO,268190000951A,INSTITUCIÓN EDUCATIVA HORTA MEDIO,COMPLETA,2,13,M,1,0,EN SITUACION DE DESPLAZAMIENTO,ESCUELA NUEVA,1,13,NINGUN GRUPO ETNICO,DISCAPACIDAD INTELECTUAL
2022,101,BOLÍVAR,VÉLEZ,OFICIAL,RURAL,2.6819E+11,INSTITUCIÓN EDUCATIVA HORTA MEDIO,268190000951A,INSTITUCIÓN EDUCATIVA HORTA MEDIO,COMPLETA,6,13,F,0,1,EN SITUACION DE DESPLAZAMIENTO,EDUCACION TRADICIONA,1,13,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,101,BOLÍVAR,VÉLEZ,OFICIAL,RURAL,2.6819E+11,INSTITUCIÓN EDUCATIVA HORTA MEDIO,268190000951A,INSTITUCIÓN EDUCATIVA HORTA MEDIO,COMPLETA,6,13,F,0,1,EN SITUACION DE DESPLAZAMIENTO,EDUCACION TRADICIONA,1,13,NEGRITUDES,NO TIENE DISCAPACIDAD
2022,101,BOLÍVAR,VÉLEZ,OFICIAL,RURAL,2.6819E+11,INSTITUCIÓN EDUCATIVA HORTA MEDIO,268190000951A,INSTITUCIÓN EDUCATIVA HORTA MEDIO,COMPLETA,6,12,F,0,1,EN SITUACION DE DESPLAZAMIENTO,EDUCACION TRADICIONA,1,12,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,101,BOLÍVAR,VÉLEZ,OFICIAL,RURAL,2.6819E+11,INSTITUCIÓN EDUCATIVA HORTA MEDIO,268190000951A,INSTITUCIÓN EDUCATIVA HORTA MEDIO,COMPLETA,6,11,F,0,1,EN SITUACION DE DESPLAZAMIENTO,EDUCACION TRADICIONA,1,11,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,101,BOLÍVAR,VÉLEZ,OFICIAL,RURAL,2.6819E+11,INSTITUCIÓN EDUCATIVA HORTA MEDIO,268190000951A,INSTITUCIÓN EDUCATIVA HORTA MEDIO,COMPLETA,6,11,F,0,1,EN SITUACION DE DESPLAZAMIENTO,EDUCACION TRADICIONA,1,11,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,101,BOLÍVAR,VÉLEZ,OFICIAL,RURAL,2.6819E+11,INSTITUCIÓN EDUCATIVA HORTA MEDIO,268190000951A,INSTITUCIÓN EDUCATIVA HORTA MEDIO,COMPLETA,8,16,M,1,0,EN SITUACION DE DESPLAZAMIENTO,EDUCACION TRADICIONA,1,16,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,101,BOLÍVAR,VÉLEZ,OFICIAL,RURAL,2.6819E+11,INSTITUCIÓN EDUCATIVA HORTA MEDIO,268190000951A,INSTITUCIÓN EDUCATIVA HORTA MEDIO,COMPLETA,8,16,F,0,1,EN SITUACION DE DESPLAZAMIENTO,EDUCACION TRADICIONA,1,16,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,101,BOLÍVAR,VÉLEZ,OFICIAL,RURAL,2.6819E+11,INSTITUCIÓN EDUCATIVA HORTA MEDIO,268190000951A,INSTITUCIÓN EDUCATIVA HORTA MEDIO,COMPLETA,8,16,M,1,0,EN SITUACION DE DESPLAZAMIENTO,EDUCACION TRADICIONA,1,16,NEGRITUDES,NO TIENE DISCAPACIDAD
2022,101,BOLÍVAR,VÉLEZ,OFICIAL,RURAL,2.6819E+11,INSTITUCIÓN EDUCATIVA HORTA MEDIO,268190000951A,INSTITUCIÓN EDUCATIVA HORTA MEDIO,COMPLETA,8,14,M,1,0,EN SITUACION DE DESPLAZAMIENTO,EDUCACION TRADICIONA,1,14,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,101,BOLÍVAR,VÉLEZ,OFICIAL,RURAL,2.6819E+11,INSTITUCIÓN EDUCATIVA HORTA MEDIO,268190000951A,INSTITUCIÓN EDUCATIVA HORTA MEDIO,COMPLETA,9,18,M,1,0,EN SITUACION DE DESPLAZAMIENTO,EDUCACION TRADICIONA,1,18,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,101,BOLÍVAR,VÉLEZ,OFICIAL,RURAL,2.6819E+11,INSTITUCIÓN EDUCATIVA HORTA MEDIO,268190000951A,INSTITUCIÓN EDUCATIVA HORTA MEDIO,COMPLETA,9,17,F,0,1,EN SITUACION DE DESPLAZAMIENTO,EDUCACION TRADICIONA,1,17,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,101,BOLÍVAR,VÉLEZ,OFICIAL,RURAL,2.6819E+11,INSTITUCIÓN EDUCATIVA HORTA MEDIO,268190000951B,ESCUELA RURAL SAN  ISIDRO,MAÑANA,1,6,M,1,0,DESPLAZAMIENTO FORZADO,ESCUELA NUEVA,1,6,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,101,BOLÍVAR,VÉLEZ,OFICIAL,RURAL,2.6819E+11,INSTITUCIÓN EDUCATIVA HORTA MEDIO,268190000951C,ESCUELA RURAL AGUA LINDA,MAÑANA,2,8,F,0,1,EN SITUACION DE DESPLAZAMIENTO,ESCUELA NUEVA,1,8,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,101,BOLÍVAR,VÉLEZ,OFICIAL,RURAL,2.6819E+11,INSTITUCIÓN EDUCATIVA HORTA MEDIO,268190000951C,ESCUELA RURAL AGUA LINDA,MAÑANA,4,9,F,0,1,EN SITUACION DE DESPLAZAMIENTO,ESCUELA NUEVA,1,9,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,101,BOLÍVAR,VÉLEZ,OFICIAL,RURAL,2.68101E+11,INSTITUCIÓN EDUCATIVA HORTA MEDIO,268190000951D,ESCUELA RURAL PUERTO ARENA,MAÑANA,4,10,M,1,0,EN SITUACION DE DESPLAZAMIENTO,ESCUELA NUEVA,1,10,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
